mid,genre
In This World (2002),Adventure
In This World (2002),Drama
Tibet: Cry of the Snow Lion (2002),Documentary
Yossi & Jagger (2002),Drama
Yossi & Jagger (2002),Romance
Duplex (2003),Comedy
Duplex (2003),Crime
"Rundown, The (2003)",Action
"Rundown,Adventure
"Rundown,Comedy
Under the Tuscan Sun (2003),Comedy
Under the Tuscan Sun (2003),Drama
Under the Tuscan Sun (2003),Romance
Camera Obscura (2000),Crime
Camera Obscura (2000),Drama
Camera Obscura (2000),Thriller
Kart Racer (2003),Drama
Luther (2003),Drama
Mambo Italiano (2003),Comedy
My Life Without Me (2003),Drama
My Life Without Me (2003),Romance
Dorm Daze (National Lampoon Presents Dorm Daze) (2003),Comedy
To Be and to Have (Être et avoir) (2002),Documentary
"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation
"Triplets of Belleville,Comedy
"Triplets of Belleville,Fantasy
Videodrome (1983),Fantasy
Videodrome (1983),Horror
Videodrome (1983),Sci-Fi
Videodrome (1983),Thriller
Life and Debt (2001),Documentary
Lagaan: Once Upon a Time in India (2001),Comedy
Lagaan: Once Upon a Time in India (2001),Drama
Lagaan: Once Upon a Time in India (2001),Musical
Lagaan: Once Upon a Time in India (2001),Romance
Judgment at Nuremberg (1961),Drama
Journey of Hope (Reise der Hoffnung) (1990),Drama
"Same Time, Next Year (1978)",Comedy
"Same Time,Drama
"Same Time,Romance
"Brief History of Time, A (1991)",Documentary
"Jacob the Liar (Jakob, der Lügner) (1975)",Drama
Leningrad Cowboys Go America (1989),Comedy
Leningrad Cowboys Go America (1989),Musical
"Rules of the Game, The (La règle du jeu) (1939)",Comedy
"Rules of the Game,Drama
"Song Remains the Same, The (1976)",Documentary
"Song Remains the Same,Musical
Seven Brides for Seven Brothers (1954),Comedy
Seven Brides for Seven Brothers (1954),Musical
Seven Brides for Seven Brothers (1954),Romance
Seven Brides for Seven Brothers (1954),Western
Kiss of the Spider Woman (1985),Drama
All the President's Men (1976),Drama
All the President's Men (1976),Thriller
Angie (1994),Comedy
Angie (1994),Drama
Angie (1994),Romance
"Apartment, The (Appartement, L') (1996)",Drama
"Apartment,Mystery
"Apartment,Romance
Avalon (2001),Drama
Avalon (2001),Fantasy
Avalon (2001),Sci-Fi
Babette's Feast (Babettes gæstebud) (1987),Drama
"Barber of Siberia, The (Sibirskij tsiryulnik) (1998)",Drama
"Barber of Siberia,Romance
Beethoven (1992),Children
Beethoven (1992),Comedy
Beethoven (1992),Drama
Beethoven's 2nd (1993),Children
Beethoven's 2nd (1993),Comedy
Black Moon Rising (1986),Action
Black Moon Rising (1986),Crime
Black Moon Rising (1986),Sci-Fi
Black Moon Rising (1986),Thriller
Boyz N the Hood (1991),Crime
Boyz N the Hood (1991),Drama
Bugsy (1991),Crime
Bugsy (1991),Drama
Bugsy Malone (1976),Children
Bugsy Malone (1976),Comedy
Bugsy Malone (1976),Crime
Bugsy Malone (1976),Musical
By the Sword (1991),Drama
Cobra (1986),Action
Cobra (1986),Crime
"Common Wealth (Comunidad, La) (2000)",Comedy
"Common Wealth (Comunidad,Thriller
Consenting Adults (1992),Thriller
Phenomena (a.k.a. Creepers) (1985),Horror
Phenomena (a.k.a. Creepers) (1985),Mystery
Phenomena (a.k.a. Creepers) (1985),Thriller
Crimewave (1985),Comedy
Crimewave (1985),Crime
Crying Freeman (1995),Action
Crying Freeman (1995),Crime
Crying Freeman (1995),Thriller
Time and Tide (Seunlau Ngaklau) (2000),Action
Time and Tide (Seunlau Ngaklau) (2000),Crime
Time and Tide (Seunlau Ngaklau) (2000),Thriller
Monty Python's The Meaning of Life (1983),Comedy
Where Eagles Dare (1968),Action
Where Eagles Dare (1968),Adventure
Where Eagles Dare (1968),War
Tightrope (1984),Thriller
Sleeping with the Enemy (1991),Drama
Sleeping with the Enemy (1991),Thriller
PCU (1994),Comedy
"Rookie, The (1990)",Action
"Rookie,Comedy
"Rookie,Thriller
"Ghost and Mr. Chicken, The (1966)",Comedy
"Ghost and Mr. Chicken,Romance
City Heat (1984),Action
City Heat (1984),Comedy
Into the Night (1985),Action
Into the Night (1985),Comedy
Into the Night (1985),Drama
Into the Night (1985),Thriller
Three O'Clock High (1987),Comedy
"White Hunter, Black Heart (1990)",Adventure
"White Hunter,Drama
Come and See (Idi i smotri) (1985),Drama
Come and See (Idi i smotri) (1985),War
"Rage in Harlem, A (1991)",Crime
Ginger Snaps (2000),Drama
Ginger Snaps (2000),Horror
Ginger Snaps (2000),Thriller
More American Graffiti (1979),Comedy
"Ballad of Little Jo, The (1993)",Drama
"Ballad of Little Jo,Western
Under Suspicion (1992),Crime
Under Suspicion (1992),Drama
Under Suspicion (1992),Thriller
Ruby (1992),Crime
Ruby (1992),Drama
"Reluctant Astronaut, The (1967)",Comedy
"Shakiest Gun in the West, The (1968)",Comedy
"Shakiest Gun in the West,Western
It's Pat (1994),Comedy
"Sunday in the Country, A (Un dimanche à la campagne) (1984)",Drama
"Gun in Betty Lou's Handbag, The (1992)",Comedy
"Gun in Betty Lou's Handbag,Mystery
Sudden Fear (1952),Film-Noir
Sudden Fear (1952),Horror
Sudden Fear (1952),Thriller
Nobody's Baby (2001),Comedy
Regarding Henry (1991),Drama
"Debut, The (2000)",Comedy
"Debut,Drama
Wilder Napalm (1993),Comedy
Wilder Napalm (1993),Fantasy
Wilder Napalm (1993),Romance
Alien Contamination (1980),Action
Alien Contamination (1980),Horror
Alien Contamination (1980),Sci-Fi
"Amazing Transparent Man, The (1960)",Sci-Fi
Love Affair (1939),Comedy
Love Affair (1939),Drama
Love Affair (1939),Romance
Once in the Life (2000),Crime
Once in the Life (2000),Drama
All I Want (Try Seventeen) (2002),Comedy
All I Want (Try Seventeen) (2002),Drama
All I Want (Try Seventeen) (2002),Romance
"Hospital, The (1971)",Comedy
"Hospital,Drama
Article 99 (1992),Comedy
Article 99 (1992),Drama
Images (1972),Drama
Images (1972),Fantasy
Images (1972),Horror
Eureka (1986),Drama
Oleanna (1994),Drama
Chattahoochee (1989),Drama
Tough Guys Don't Dance (1987),Drama
There Goes My Baby (1994),Comedy
There Goes My Baby (1994),Drama
Kingdom of the Spiders (1977),Horror
Kingdom of the Spiders (1977),Sci-Fi
Scrooge (1970),Drama
Scrooge (1970),Fantasy
Scrooge (1970),Musical
Leap of Faith (1992),Comedy
Leap of Faith (1992),Drama
"Gas, Food, Lodging (1992)",Drama
"Gas,Romance
In Cold Blood (1967),Crime
In Cold Blood (1967),Drama
Campus Man (1987),Comedy
"Bedford Incident, The (1965)",Drama
"Bedford Incident,Thriller
"Bedford Incident,War
"Murderous Maids (Blessures assassines, Les) (2000)",Drama
Yankee Doodle Dandy (1942),Drama
Yankee Doodle Dandy (1942),Musical
Ninja Scroll (Jûbei ninpûchô) (1995),Action
Ninja Scroll (Jûbei ninpûchô) (1995),Adventure
Ninja Scroll (Jûbei ninpûchô) (1995),Animation
Ninja Scroll (Jûbei ninpûchô) (1995),Fantasy
Knife in the Water (Nóz w wodzie) (1962),Drama
"Devil and Daniel Webster, The (All That Money Can Buy) (1941)",Drama
"Devil and Daniel Webster,Fantasy
Mobsters (1991),Crime
Mobsters (1991),Drama
Charlotte Sometimes (2002),Drama
Charlotte Sometimes (2002),Romance
Out of Time (2003),Crime
Out of Time (2003),Drama
Out of Time (2003),Thriller
School of Rock (2003),Comedy
School of Rock (2003),Musical
"Concert for George, The (2003)",Documentary
"Concert for George,Musical
"Event, The (2003)",Drama
Nine Dead Gay Guys (2003),Comedy
Nine Dead Gay Guys (2003),Crime
"Station Agent, The (2003)",Comedy
"Station Agent,Drama
Wonderland (2003),Crime
Wonderland (2003),Drama
Wonderland (2003),Mystery
Wonderland (2003),Thriller
Bus 174 (Ônibus 174) (2002),Crime
Bus 174 (Ônibus 174) (2002),Documentary
Mystic River (2003),Crime
Mystic River (2003),Drama
Mystic River (2003),Mystery
Good Boy! (2003),Children
Good Boy! (2003),Comedy
Good Boy! (2003),Sci-Fi
"House of the Dead, The (2003)",Action
"House of the Dead,Horror
Intolerable Cruelty (2003),Comedy
Intolerable Cruelty (2003),Romance
Kill Bill: Vol. 1 (2003),Action
Kill Bill: Vol. 1 (2003),Crime
Kill Bill: Vol. 1 (2003),Thriller
Dopamine (2003),Comedy
Dopamine (2003),Drama
Dopamine (2003),Romance
"Flower of Evil, The (Fleur du mal, La) (2003)",Drama
Girls Will Be Girls (2003),Comedy
"Porn Theater (Chatte à deux têtes, La) (2002)",Drama
Runaway Jury (2003),Drama
Runaway Jury (2003),Thriller
"Texas Chainsaw Massacre, The (2003)",Horror
Pieces of April (2003),Comedy
Pieces of April (2003),Drama
Returner (Ritaanaa) (2002),Action
Returner (Ritaanaa) (2002),Adventure
Returner (Ritaanaa) (2002),Sci-Fi
Sylvia (2003),Drama
Sylvia (2003),Romance
Veronica Guerin (2003),Crime
Veronica Guerin (2003),Drama
Veronica Guerin (2003),Thriller
In the Cut (2003),Crime
In the Cut (2003),Drama
In the Cut (2003),Mystery
In the Cut (2003),Romance
In the Cut (2003),Thriller
Beyond Borders (2003),Drama
Beyond Borders (2003),Romance
Beyond Borders (2003),War
Radio (2003),Drama
Scary Movie 3 (2003),Comedy
Scary Movie 3 (2003),Horror
Brother Bear (2003),Adventure
Brother Bear (2003),Animation
Brother Bear (2003),Children
Elephant (2003),Drama
Gypsy 83 (2001),Drama
"Singing Detective, The (2003)",Comedy
"Singing Detective,Drama
"Singing Detective,Musical
"Singing Detective,Mystery
"Italian Job, The (1969)",Action
"Italian Job,Comedy
"Italian Job,Crime
Impulse (1984),Mystery
Impulse (1984),Sci-Fi
Impulse (1984),Thriller
Normal (2003),Drama
Shoah (1985),Documentary
Shoah (1985),War
Unconditional Love (2002),Comedy
Unconditional Love (2002),Drama
Sweet Sixteen (2002),Drama
Alien from L.A. (1988),Sci-Fi
Black Sunday (1977),Action
Black Sunday (1977),Drama
Black Sunday (1977),Thriller
Men of Respect (1991),Crime
Men of Respect (1991),Drama
Men of Respect (1991),Thriller
Interstate 60 (2002),Adventure
Interstate 60 (2002),Comedy
Interstate 60 (2002),Drama
Interstate 60 (2002),Fantasy
Interstate 60 (2002),Mystery
Interstate 60 (2002),Sci-Fi
Interstate 60 (2002),Thriller
Lipstick (1976),Drama
Storyville (1992),Drama
Storyville (1992),Thriller
That Was Then... This Is Now (1985),Drama
Holy Matrimony (1994),Comedy
Holy Matrimony (1994),Crime
"Black Scorpion, The (1957)",Sci-Fi
"Eye, The (Gin gwai) (Jian gui) (2002)",Thriller
Kronos (a.k.a. Captain Kronos: Vampire Hunter) (1973),Horror
"Jolson Story, The (1946)",Musical
You'll Never Get Rich (1941),Comedy
You'll Never Get Rich (1941),Musical
You'll Never Get Rich (1941),Romance
Frankenstein and the Monster from Hell (1974),Horror
Preaching to the Perverted (1997),Comedy
Preaching to the Perverted (1997),Drama
Chicago Joe and the Showgirl (1990),Drama
"Magic Sword, The (1962)",Drama
"Magic Sword,Fantasy
Promised Land (1987),Drama
"Unvanquished, The (Aparajito) (1957)",Drama
"Hired Hand, The (1971)",Western
"Cercle Rouge, Le (Red Circle, The) (1970)",Crime
"Cercle Rouge,Thriller
Man of Marble (Czlowiek z Marmuru) (1977),Drama
Sherlock Holmes and the Voice of Terror (1942),Crime
Sherlock Holmes and the Voice of Terror (1942),Mystery
Sherlock Holmes and the Voice of Terror (1942),War
Sherlock Holmes Faces Death (1943),Crime
Sherlock Holmes Faces Death (1943),Mystery
Sherlock Holmes in Washington (1943),Crime
Sherlock Holmes in Washington (1943),Mystery
"Solid Gold Cadillac, The (1956)",Comedy
"Human Stain, The (2003)",Drama
"Human Stain,Romance
"Human Stain,Thriller
"Die, Mommie, Die (2003)",Comedy
Dirt (2001),Comedy
Dirt (2001),Crime
Girlhood (2003),Documentary
Mail Order Bride (2003),Comedy
Shattered Glass (2003),Crime
Shattered Glass (2003),Drama
Suspended Animation (2001),Thriller
"Matrix Revolutions, The (2003)",Action
"Matrix Revolutions,Adventure
"Matrix Revolutions,Sci-Fi
"Matrix Revolutions,Thriller
"Matrix Revolutions,IMAX
"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",Documentary
Elf (2003),Children
Elf (2003),Comedy
Elf (2003),Fantasy
Anything But Love (a.k.a. Standard Time) (2002),Musical
Anything But Love (a.k.a. Standard Time) (2002),Romance
Billabong Odyssey (2003),Documentary
Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),Drama
Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),Romance
In My Skin (Dans ma Peau) (2002),Drama
Just an American Boy (2003),Documentary
Love Actually (2003),Comedy
Love Actually (2003),Drama
Love Actually (2003),Romance
Love Forbidden (Défense d'aimer) (2002),Drama
Father of the Bride (1991),Comedy
My Architect: A Son's Journey (2003),Documentary
Looney Tunes: Back in Action (2003),Action
Looney Tunes: Back in Action (2003),Animation
Looney Tunes: Back in Action (2003),Children
Looney Tunes: Back in Action (2003),Fantasy
Master and Commander: The Far Side of the World (2003),Adventure
Master and Commander: The Far Side of the World (2003),Drama
Master and Commander: The Far Side of the World (2003),War
Tupac: Resurrection (2003),Documentary
"Big Empty, The (2003)",Comedy
"Big Empty,Mystery
"Big Empty,Sci-Fi
"Missing, The (2003)",Adventure
"Missing,Thriller
"Missing,Western
"Cat in the Hat, The (2003)",Children
"Cat in the Hat,Comedy
Gothika (2003),Horror
Gothika (2003),Thriller
21 Grams (2003),Crime
21 Grams (2003),Drama
21 Grams (2003),Mystery
21 Grams (2003),Romance
21 Grams (2003),Thriller
"Barbarian Invasions, The (Les invasions barbares) (2003)",Comedy
"Barbarian Invasions,Crime
"Barbarian Invasions,Drama
"Barbarian Invasions,Mystery
"Barbarian Invasions,Romance
Blindness (2003),Drama
Blindness (2003),Thriller
Blue Gate Crossing (Lan se da men) (2002),Drama
Blue Gate Crossing (Lan se da men) (2002),Romance
Bad Santa (2003),Comedy
Bad Santa (2003),Crime
"Haunted Mansion, The (2003)",Children
"Haunted Mansion,Comedy
"Haunted Mansion,Fantasy
"Haunted Mansion,Horror
Timeline (2003),Action
Timeline (2003),Adventure
Timeline (2003),Sci-Fi
Marquis (1989),Drama
Damage (Fatale) (1992),Drama
OT: Our Town (2002),Documentary
Devil's Playground (2002),Documentary
Dance with a Stranger (1985),Crime
Dance with a Stranger (1985),Drama
Dance with a Stranger (1985),Thriller
Journeys with George (2002),Documentary
Darkman (1990),Action
Darkman (1990),Crime
Darkman (1990),Fantasy
Darkman (1990),Sci-Fi
Darkman (1990),Thriller
Dead of Night (1945),Horror
Dead of Night (1945),Mystery
Death Machine (1995),Action
Death Machine (1995),Sci-Fi
"Dernier Combat, Le (Last Battle, The) (1983)",Drama
"Dernier Combat,Sci-Fi
Desk Set (1957),Comedy
Desk Set (1957),Romance
Europa (Zentropa) (1991),Drama
Europa (Zentropa) (1991),Thriller
"Watermelon Woman, The (1996)",Documentary
"Watermelon Woman,Drama
Final Analysis (1992),Drama
Final Analysis (1992),Romance
Final Analysis (1992),Thriller
"Freshman, The (1990)",Comedy
"Freshman,Crime
Funny Games (1997),Drama
Funny Games (1997),Horror
Funny Games (1997),Thriller
Tales from the Crypt (1972),Horror
New Jack City (1991),Action
New Jack City (1991),Crime
New Jack City (1991),Drama
Slacker (1991),Comedy
Slacker (1991),Drama
WarGames (1983),Drama
WarGames (1983),Sci-Fi
WarGames (1983),Thriller
Mr. Hobbs Takes a Vacation (1962),Comedy
"Ordet (Word, The) (1955)",Drama
Forbidden Games (Jeux interdits) (1952),Drama
Forbidden Games (Jeux interdits) (1952),War
Jane Eyre (1944),Drama
Jane Eyre (1944),Romance
"Tale of Two Cities, A (1935)",Drama
"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",Drama
Ben-Hur: A Tale of the Christ (1925),Adventure
Ben-Hur: A Tale of the Christ (1925),Drama
"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",Crime
"Cabinet of Dr. Caligari,Fantasy
"Cabinet of Dr. Caligari,Horror
Broken Blossoms or The Yellow Man and the Girl (1919),Drama
Broken Blossoms or The Yellow Man and the Girl (1919),Romance
Gorky Park (1983),Crime
Gorky Park (1983),Drama
Gorky Park (1983),Thriller
"Great Train Robbery, The (a.k.a. First Great Train Robbery, The) (1979)",Action
"Great Train Robbery,Adventure
"Great Train Robbery,Comedy
"Great Train Robbery,Crime
"Great Train Robbery,Drama
"Greystoke: The Legend of Tarzan, Lord of the Apes (1984)",Adventure
"Greystoke: The Legend of Tarzan,Drama
"Greystoke: The Legend of Tarzan,Romance
Guarding Tess (1994),Comedy
Guarding Tess (1994),Drama
Hannah and Her Sisters (1986),Comedy
Hannah and Her Sisters (1986),Drama
Hannah and Her Sisters (1986),Romance
"Hard Way, The (1991)",Action
"Hard Way,Comedy
Hercules in New York (1970),Action
Hercules in New York (1970),Comedy
Hercules in New York (1970),Fantasy
Highlander II: The Quickening (1991),Action
Highlander II: The Quickening (1991),Sci-Fi
Hoffa (1992),Crime
Hoffa (1992),Drama
House of Cards (1993),Drama
Housesitter (1992),Comedy
Housesitter (1992),Romance
Hudson Hawk (1991),Action
Hudson Hawk (1991),Adventure
Hudson Hawk (1991),Comedy
Invasion of the Body Snatchers (1978),Horror
Invasion of the Body Snatchers (1978),Mystery
Invasion of the Body Snatchers (1978),Sci-Fi
Invasion of the Body Snatchers (1978),Thriller
Mindwalk (1990),Drama
Kafka (1991),Comedy
Kafka (1991),Drama
Kafka (1991),Mystery
Kafka (1991),Sci-Fi
Kafka (1991),Thriller
Kindergarten Cop (1990),Action
Kindergarten Cop (1990),Comedy
Kindergarten Cop (1990),Crime
Kindergarten Cop (1990),Thriller
King Ralph (1991),Comedy
Knight Moves (1992),Mystery
Knight Moves (1992),Thriller
"Last Boy Scout, The (1991)",Action
"Last Boy Scout,Comedy
"Last Boy Scout,Crime
"Last Boy Scout,Drama
"Last Boy Scout,Thriller
Last Tango in Paris (Ultimo tango a Parigi) (1972),Drama
Last Tango in Paris (Ultimo tango a Parigi) (1972),Romance
Lorenzo's Oil (1992),Drama
"Lover, The (Amant, L') (1992)",Drama
"Lover,Romance
"Bullfighter, The (Matador) (1986)",Comedy
"Bullfighter,Crime
"Bullfighter,Drama
Mr. Destiny (1990),Comedy
Mr. Destiny (1990),Fantasy
"Night of the Hunter, The (1955)",Drama
"Night of the Hunter,Film-Noir
"Night of the Hunter,Thriller
Nowhere to Run (1993),Action
Nowhere to Run (1993),Romance
Only the Lonely (1991),Comedy
Only the Lonely (1991),Romance
Over the Top (1987),Action
Over the Top (1987),Drama
Passenger 57 (1992),Action
Passenger 57 (1992),Thriller
Presumed Innocent (1990),Crime
Presumed Innocent (1990),Drama
Presumed Innocent (1990),Thriller
Project X (1987),Comedy
Project X (1987),Drama
Proof (1991),Comedy
Proof (1991),Drama
Proof (1991),Romance
Pure Luck (1991),Comedy
Pure Luck (1991),Crime
Battle Royale (Batoru rowaiaru) (2000),Action
Battle Royale (Batoru rowaiaru) (2000),Drama
Battle Royale (Batoru rowaiaru) (2000),Horror
Battle Royale (Batoru rowaiaru) (2000),Thriller
"Wedding Banquet, The (Xi yan) (1993)",Comedy
"Wedding Banquet,Drama
"Wedding Banquet,Romance
"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",Drama
"Midnight Clear, A (1992)",Drama
"Midnight Clear,War
Summer School (1987),Comedy
Silverado (1985),Action
Silverado (1985),Western
Quick Change (1990),Comedy
Quick Change (1990),Crime
Rabid (1977),Horror
Rabid (1977),Thriller
Radio Flyer (1992),Drama
"Real McCoy, The (1993)",Action
"Real McCoy,Crime
"Real McCoy,Drama
"Real McCoy,Thriller
Revenge (1990),Drama
Revenge (1990),Romance
Revenge (1990),Thriller
"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",Comedy
"Secret of My Succe$s,Romance
Show Me Love (Fucking Åmål) (1998),Drama
Show Me Love (Fucking Åmål) (1998),Romance
Streets of Fire (1984),Action
Streets of Fire (1984),Romance
Teen Wolf (1985),Comedy
Teen Wolf (1985),Fantasy
High Heels (Tacones lejanos) (1991),Comedy
High Heels (Tacones lejanos) (1991),Drama
Things You Can Tell Just by Looking at Her (2000),Drama
Things You Can Tell Just by Looking at Her (2000),Romance
Thunderheart (1992),Crime
Thunderheart (1992),Mystery
Thunderheart (1992),Thriller
To Live and Die in L.A. (1985),Action
To Live and Die in L.A. (1985),Crime
To Live and Die in L.A. (1985),Drama
To Live and Die in L.A. (1985),Thriller
Trapped in Paradise (1994),Comedy
Trapped in Paradise (1994),Crime
Betty Blue (37°2 le matin) (1986),Drama
Betty Blue (37°2 le matin) (1986),Romance
Vivre sa vie: Film en douze tableaux (My Life to Live) (1962),Drama
Wild at Heart (1990),Crime
Wild at Heart (1990),Drama
Wild at Heart (1990),Mystery
Wild at Heart (1990),Romance
Wild at Heart (1990),Thriller
"Witches, The (1990)",Children
"Witches,Fantasy
"Witches of Eastwick, The (1987)",Comedy
"Witches of Eastwick,Fantasy
"Witches of Eastwick,Horror
"Witches of Eastwick,Thriller
Year of the Dragon (1985),Action
Year of the Dragon (1985),Crime
Year of the Dragon (1985),Drama
Nothing to Lose (1997),Action
Nothing to Lose (1997),Adventure
Nothing to Lose (1997),Comedy
Nothing to Lose (1997),Crime
Flying Down to Rio (1933),Comedy
Flying Down to Rio (1933),Musical
Flying Down to Rio (1933),Romance
Follow the Fleet (1936),Comedy
Follow the Fleet (1936),Musical
Follow the Fleet (1936),Romance
"What's New, Pussycat (1965)",Comedy
Mary of Scotland (1936),Drama
Roberta (1935),Comedy
Roberta (1935),Musical
Roberta (1935),Romance
Little Women (1949),Drama
Swing Time (1936),Comedy
Swing Time (1936),Musical
Swing Time (1936),Romance
"Public Enemy, The (1931)",Action
"Public Enemy,Crime
"Public Enemy,Drama
"Midsummer Night's Dream, A (1935)",Comedy
"Midsummer Night's Dream,Fantasy
"Midsummer Night's Dream,Romance
Life with Father (1947),Comedy
National Velvet (1944),Children
National Velvet (1944),Drama
Jesus Christ Superstar (1973),Drama
Jesus Christ Superstar (1973),Musical
Dark Victory (1939),Drama
Dark Victory (1939),Romance
Birdman of Alcatraz (1962),Drama
"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",Adventure
"Aguirre: The Wrath of God (Aguirre,Drama
Beauty and the Beast (La belle et la bête) (1946),Drama
Beauty and the Beast (La belle et la bête) (1946),Fantasy
"Birth of a Nation, The (1915)",Drama
"Birth of a Nation,War
"Blue Kite, The (Lan feng zheng) (1993)",Drama
Juliet of the Spirits (Giulietta degli spiriti) (1965),Comedy
Juliet of the Spirits (Giulietta degli spiriti) (1965),Drama
Juliet of the Spirits (Giulietta degli spiriti) (1965),Fantasy
Juliet of the Spirits (Giulietta degli spiriti) (1965),Romance
Last Year at Marienbad (L'Année dernière à Marienbad) (1961),Drama
Last Year at Marienbad (L'Année dernière à Marienbad) (1961),Mystery
Last Year at Marienbad (L'Année dernière à Marienbad) (1961),Romance
"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",Drama
Red River (1948),Action
Red River (1948),Adventure
Red River (1948),Western
"Woman Under the Influence, A (1974)",Drama
Stagecoach (1939),Action
Stagecoach (1939),Drama
Stagecoach (1939),Romance
Stagecoach (1939),Western
"Shot in the Dark, A (1964)",Comedy
"Shot in the Dark,Crime
"Shot in the Dark,Mystery
"Navigator, The (1924)",Comedy
"Court Jester, The (1956)",Adventure
"Court Jester,Comedy
"Court Jester,Musical
Bullitt (1968),Action
Bullitt (1968),Crime
Bullitt (1968),Drama
Bullitt (1968),Thriller
Way Down East (1920),Drama
Way Down East (1920),Romance
Jezebel (1938),Drama
"Hunchback of Notre Dame, The (1939)",Drama
42nd Street (1933),Drama
42nd Street (1933),Musical
42nd Street (1933),Romance
I'm No Angel (1933),Comedy
That Touch of Mink (1962),Comedy
That Touch of Mink (1962),Romance
Sweet Dreams (1985),Drama
"Play It Again, Sam (1972)",Comedy
"Play It Again,Romance
Send Me No Flowers (1964),Comedy
Send Me No Flowers (1964),Romance
Pygmalion (1938),Comedy
Pygmalion (1938),Drama
"Passage to India, A (1984)",Adventure
"Passage to India,Drama
Black Orpheus (Orfeu Negro) (1959),Drama
Black Orpheus (Orfeu Negro) (1959),Romance
Amarcord (1973),Comedy
Amarcord (1973),Drama
Hero (Ying xiong) (2002),Action
Hero (Ying xiong) (2002),Adventure
Hero (Ying xiong) (2002),Drama
Horse Feathers (1932),Comedy
Anna Karenina (1935),Drama
Anna Karenina (1935),Romance
"Front Page, The (1974)",Comedy
Attraction (2000),Drama
Attraction (2000),Romance
Attraction (2000),Thriller
Looking for Mr. Goodbar (1977),Drama
Rivers and Tides (2001),Documentary
"Girl From Paris, A (hirondelle a fait le printemps, Une) (2001)",Comedy
"Girl From Paris,Drama
Seven Days to Noon (1950),Drama
Seven Days to Noon (1950),Thriller
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Animation
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Drama
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Fantasy
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Sci-Fi
CrissCross (1992),Drama
Doc Hollywood (1991),Comedy
Doc Hollywood (1991),Romance
Dragnet (1987),Comedy
Dragnet (1987),Crime
Dragnet (1987),Drama
Madhouse (1990),Comedy
1941 (1979),Comedy
1941 (1979),War
"Shot at Glory, A (2000)",Drama
Black and White in Color (Noirs et blancs en couleur) (1976),Drama
Black and White in Color (Noirs et blancs en couleur) (1976),War
Foul Play (1978),Comedy
Foul Play (1978),Thriller
Crime Story (Zhong an zu) (1993),Action
Crime Story (Zhong an zu) (1993),Crime
Crime Story (Zhong an zu) (1993),Drama
Beyond the Clouds (Al di là delle nuvole) (1996),Drama
Beyond the Clouds (Al di là delle nuvole) (1996),Romance
Blind Beast (Môjuu) (1969),Drama
Blind Beast (Môjuu) (1969),Thriller
Ryan's Daughter (1970),Drama
Ryan's Daughter (1970),Romance
Accident (1967),Crime
Accident (1967),Drama
Cabeza de Vaca (1991),Action
Cabeza de Vaca (1991),Adventure
"Collector, The (1965)",Drama
"Collector,Horror
"Collector,Thriller
Deep Red (Profondo rosso) (1975),Horror
Deep Red (Profondo rosso) (1975),Mystery
Deep Red (Profondo rosso) (1975),Thriller
Diabolique (Les diaboliques) (1955),Horror
Diabolique (Les diaboliques) (1955),Mystery
Diabolique (Les diaboliques) (1955),Thriller
Leprechaun (1993),Comedy
Leprechaun (1993),Horror
Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),Animation
Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),Drama
Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),Sci-Fi
Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),War
Crazy People (1990),Comedy
DarkWolf (2003),Horror
Adam's Rib (1949),Comedy
Adam's Rib (1949),Romance
King of Hearts (1966),Comedy
King of Hearts (1966),Drama
King of Hearts (1966),War
Naked Lunch (1991),Drama
Naked Lunch (1991),Fantasy
Naked Lunch (1991),Mystery
Naked Lunch (1991),Sci-Fi
Grass (1999),Documentary
Spring Forward (1999),Drama
"Killing of a Chinese Bookie, The (1976)",Comedy
"Killing of a Chinese Bookie,Crime
"Killing of a Chinese Bookie,Drama
"Killing of a Chinese Bookie,Film-Noir
"Killing of a Chinese Bookie,Musical
Run (1991),Action
Run (1991),Drama
Run (1991),Thriller
Things to Come (1936),Sci-Fi
Queen of Hearts (1989),Comedy
Queen of Hearts (1989),Drama
Queen of Hearts (1989),Romance
